No,classification,Question,Option A,Option B,Option C,Option D,Correct option,Multiple Choice or Not
296,Advanced,What is the key innovation in Sui's object-centric data model that differentiates it from account-based blockchains like Ethereum?,"Objects can be owned by addresses, other objects, or shared globally",Transactions can execute in parallel when they don't touch the same objects,Object versioning enables optimistic concurrency control,Dynamic field extensions allow runtime object modification,"A, B",Yes
297,Advanced,"In the context of MEV (Maximal Extractable Value) protection, which mechanism does Flashbots' SUAVE (Single Unifying Auction for Value Expression) primarily aim to address?",Cross-domain MEV extraction across multiple blockchains,Centralization of block building in Ethereum,Privacy-preserving transaction ordering,Decentralized sequencer selection for rollups,A,No
298,Advanced,Which cryptographic primitive enables zkSync Era to achieve faster proof generation compared to earlier zk-rollup implementations?,PLONK with custom gates for EVM operations,Recursive SNARKs for proof aggregation,Boojum prover with improved arithmetization,FRI-based polynomial commitments,C,No
299,Advanced,Select all factors that contributed to Solana's 86% price appreciation in 2024.,Record-breaking ecosystem funding of $173M in Q3 2024,Integration of PYUSD stablecoin and related hackathons,Improved network stability and reduced outages,Launch of Solana-based prediction markets like Polymarket,"A, B, C",Yes
300,Advanced,What is the primary security assumption difference between optimistic rollups and zk-rollups regarding data availability?,"Optimistic rollups require 1-of-N honest validators, zk-rollups require N-of-N","Optimistic rollups assume data availability, zk-rollups prove it cryptographically","Optimistic rollups use fraud proofs, zk-rollups use validity proofs",Optimistic rollups have longer withdrawal periods for security,B,No
301,Advanced,"In the context of DAO governance, which attack vector became more prominent in 2024 as DAO treasuries surpassed $30 billion in total value?",Flash loan governance attacks using borrowed voting power,Sybil attacks through multiple wallet creation,Proposal spam attacks to overwhelm governance systems,Delegation manipulation through vote buying,A,No
302,Advanced,"Which technical innovation allows Aptos to achieve theoretical throughput of 100,000+ TPS?",Block-STM parallel execution engine,Move language's resource-oriented programming model,BFT consensus with pipelined execution,State synchronization with Merkle tree optimization,A,No
303,Advanced,Select all components that are essential for implementing a trustless cross-chain light client verification system.,Merkle proof verification of foreign chain headers,Consensus rule validation for block finality,Zero-knowledge proofs of chain state transitions,Economic incentives for relayer honesty,"A, B, C",Yes
304,Advanced,What is the primary advantage of Polygon's AggLayer (Aggregation Layer) over traditional cross-chain bridges?,Unified liquidity across all connected chains,Zero-knowledge proof aggregation for security,Atomic cross-chain transaction execution,Reduced gas costs through batch processing,A,No
305,Advanced,"In the context of DeFi 2.0 innovations in 2024, which mechanism addresses the 'vampire attack' problem in liquidity mining?",Protocol-owned liquidity (POL) through bond sales,Liquidity lock-up periods with penalty mechanisms,Dynamic reward adjustment based on TVL stability,Cross-protocol liquidity sharing agreements,A,No
306,Advanced,Which vulnerability pattern was exploited in the Ronin Network's second hack in August 2024?,MEV bot exploitation of bridge arbitrage opportunities,Social engineering attack on validator operators,Smart contract upgrade mechanism compromise,Oracle price manipulation during high volatility,A,No
307,Advanced,Select all features that distinguish Cosmos' Inter-Blockchain Communication (IBC) protocol from other cross-chain solutions.,Packet-based message passing with acknowledgments,Light client verification without trusted third parties,Ordered and unordered channel types for different use cases,Native support for fungible and non-fungible token transfers,"A, B, C, D",Yes
308,Advanced,What is the key innovation in Ethereum's EIP-4844 (Proto-Danksharding) that reduces Layer 2 costs?,Introduction of blob-carrying transactions for data availability,Reduced gas costs for CALLDATA operations,Optimized state tree structure for faster access,Parallel transaction execution within blocks,A,No
309,Advanced,"In zk-STARKs, what advantage does the FRI (Fast Reed-Solomon Interactive Oracle Proof) protocol provide over traditional polynomial commitment schemes?",Post-quantum security without trusted setup,Logarithmic verification time complexity,Smaller proof sizes for large computations,Native support for recursive proof composition,A,No
310,Advanced,Which mechanism does Base (Coinbase's Layer 2) use to inherit Ethereum's security while maintaining fast finality?,Optimistic rollup with 7-day challenge period,Hybrid consensus with Ethereum checkpointing,Fraud proof system with economic incentives,Multi-signature validation from trusted operators,A,No
311,Advanced,Select all factors that make modular blockchain architectures more resilient to systemic failures compared to monolithic designs.,Separation of concerns allows independent optimization,Fault isolation prevents cascade failures across layers,Pluggable components enable rapid security updates,Distributed execution reduces single points of failure,"A, B, C, D",Yes
312,Advanced,What is the primary innovation in Dymension's RollApp architecture that differentiates it from traditional rollup deployments?,Application-specific rollups with shared security,Interoperability between rollups through IBC,Modular consensus with pluggable data availability,Automated rollup deployment and management,B,No
313,Advanced,"In the context of cross-chain MEV, which attack vector allows arbitrageurs to extract value across multiple chains simultaneously?",Cross-chain sandwich attacks using bridge delays,Multi-chain liquidation cascades in lending protocols,Atomic arbitrage through flash loans and bridges,Oracle front-running across chain boundaries,C,No
314,Advanced,Which cryptographic innovation enables Mina Protocol to maintain a constant blockchain size of ~22KB regardless of transaction history?,Recursive zk-SNARKs that compress the entire chain state,Merkle tree compression with periodic state snapshots,Probabilistic data structures for transaction verification,Homomorphic encryption for state transitions,A,No
315,Advanced,Select all mechanisms that contribute to Sui's ability to achieve sub-second finality for simple transactions.,Narwhal and Tusk consensus for high throughput,Object-based parallel execution without global ordering,Byzantine Consistent Broadcast for simple transfers,Optimistic execution with post-validation,"B, C",Yes
316,Advanced,What is the primary innovation in Uniswap v4's hook system that enables over 150 custom implementations?,"Modular plugins for custom pool logic, swaps, fees, and LP positions",Dynamic fee adjustment based on market volatility,Cross-chain liquidity aggregation through bridges,Automated market making with AI-driven strategies,A,No
317,Advanced,Select all features introduced in Aave v3.2's Liquid e-Mode that enhance capital efficiency.,Assets can participate in multiple efficiency mode configurations,Dynamic loan-to-value ratios based on market conditions,Cross-collateral borrowing across different asset categories,Automated liquidation protection mechanisms,"A, C",Yes
318,Advanced,What distinguishes Compound v3 (Comet) from previous versions in terms of lending market architecture?,Single base asset per market with multiple collateral types,Cross-chain lending through bridge integrations,Automated yield farming strategies,Dynamic interest rate curves based on utilization,A,No
319,Advanced,"In EigenLayer's restaking mechanism, what risk do operators face when slashing is implemented in 2024?",Loss of staked ETH due to malicious behavior or downtime,Reduced rewards from delegation pool dilution,Forced liquidation during market downturns,Governance token value depreciation,A,No
320,Advanced,Which mechanism in Lido's Dual Governance model gives stETH holders veto power over protocol decisions?,Sentiment gauge that delays LDO governance execution when opposition rises,Weighted voting based on staking duration,Multi-signature approval from node operators,Time-locked proposals with community review periods,A,No
321,Advanced,Select all components of Pendle Finance's yield tokenization mechanism.,Principal Tokens (PT) representing the underlying asset,Yield Tokens (YT) representing future yield streams,Standardized Yield (SY) tokens as wrapped yield-bearing assets,Liquidity Provider (LP) tokens for AMM participation,"A, B, C",Yes
322,Advanced,What is the key advantage of Arbitrum's Nitro upgrade over the previous Arbitrum One implementation?,WASM-based execution environment for better EVM compatibility,Native support for cross-chain message passing,Reduced withdrawal times through optimistic verification,Integration with Ethereum's blob transactions (EIP-4844),A,No
323,Advanced,"In the context of liquid staking derivatives (LSDs), which risk factor became more prominent in 2024?",Validator slashing risk concentration in large operators,Smart contract vulnerabilities in staking protocols,Regulatory uncertainty around staking rewards,Centralization of consensus through large staking pools,D,No
324,Advanced,Select all innovations that distinguish Blast's yield-native blockchain from traditional Layer 2s.,Native yield generation on ETH and stablecoin balances,Automatic rebasing of user balances based on staking rewards,Gas fee redistribution to users as yield,Integration with Lido for automatic ETH staking,"A, B, C",Yes
325,Advanced,What is the primary mechanism behind Aptos' Block-STM parallel execution engine?,Software Transactional Memory with optimistic execution and validation,Sharding-based parallel processing across multiple chains,UTXO-based transaction model for parallel validation,Asynchronous message passing between execution threads,A,No
326,Advanced,Which feature of Cosmos' IBC protocol enables atomic cross-chain transactions?,Packet acknowledgments with timeout mechanisms,Light client verification of foreign chain states,Ordered channel guarantees for message delivery,Multi-hop routing through intermediate chains,A,No
327,Advanced,Select all factors that contributed to Sui's TVL growth from $250M to $1.75B in 2024.,Object-centric programming model enabling parallel execution,Sub-second finality for simple transactions,Growing DeFi ecosystem with native yield protocols,Integration with major centralized exchanges,"A, B, C",Yes
328,Advanced,What is the key innovation in Polygon's AggLayer that differentiates it from traditional bridge architectures?,Unified liquidity pool across all connected chains,Zero-knowledge proof aggregation for cross-chain security,Pessimistic proof system for instant finality,Shared sequencer for atomic cross-chain transactions,A,No
329,Advanced,"In the context of DAO treasury management, which strategy became more prevalent as treasuries surpassed $30 billion in 2024?",Diversification into real-world assets (RWAs),Active yield farming through DeFi protocols,Cross-chain treasury distribution for risk mitigation,Professional treasury management through specialized DAOs,D,No
330,Advanced,Select all mechanisms that Ethereum's EIP-4844 (Proto-Danksharding) uses to reduce Layer 2 costs.,Blob-carrying transactions with separate fee market,Data availability sampling for light clients,Temporary blob storage with automatic pruning,KZG polynomial commitments for data integrity,"A, C, D",Yes
331,Advanced,What is the primary security model difference between Optimism's fault proof system and Arbitrum's fraud proof system?,"Optimism uses interactive bisection, Arbitrum uses one-step proof verification","Optimism requires multiple challengers, Arbitrum needs only one honest validator","Optimism has shorter challenge periods, Arbitrum has longer withdrawal delays","Optimism uses MIPS-based execution, Arbitrum uses WASM-based execution",A,No
332,Advanced,Which innovation in Starknet's Cairo programming language enables efficient zero-knowledge proof generation?,AIR (Algebraic Intermediate Representation) for constraint systems,Native support for recursive function calls,Automatic memory management with garbage collection,Built-in cryptographic primitives for hash functions,A,No
333,Advanced,Select all governance mechanisms that help prevent flash loan attacks on DAO voting systems.,Time-weighted voting power based on token holding duration,Delegation caps to limit concentration of voting power,Proposal delays between submission and voting periods,Quadratic voting to reduce whale influence,"A, B, C",Yes
334,Advanced,What is the primary innovation in Scroll's zkEVM implementation that maintains EVM equivalence?,Bytecode-level compatibility with existing Ethereum tooling,Custom opcodes for zero-knowledge proof generation,Parallel execution of EVM instructions,Optimistic execution with zk-proof verification,A,No
335,Advanced,"In the context of MEV protection, which mechanism does CowSwap's batch auction system use to prevent sandwich attacks?",Uniform clearing price for all trades in a batch,Private mempool with delayed transaction revelation,Coincidence of wants matching without AMM routing,Solver competition for optimal trade execution,A,No
336,Advanced,Select all features that make Celestia's data availability layer suitable for modular blockchain architectures.,Data availability sampling without downloading full blocks,Namespace-based data organization for different rollups,Erasure coding for data redundancy and recovery,Consensus-agnostic design for multiple execution layers,"A, B, C, D",Yes
337,Advanced,What is the key advantage of Mantle's modular Layer 2 architecture over monolithic rollup designs?,"Separate consensus, execution, and data availability layers",Multi-party computation for decentralized sequencing,BitDAO treasury backing for ecosystem development,EigenLayer integration for additional security,A,No
338,Advanced,Which mechanism in Frax Finance's v3 model enables algorithmic market operations (AMOs)?,Automated minting and burning based on peg stability,Dynamic collateral ratio adjustment through governance,Cross-chain arbitrage through bridge integrations,Yield farming strategies with protocol-owned liquidity,A,No
339,Advanced,Select all innovations that distinguish Linea's zkEVM from other zero-knowledge rollup implementations.,Lattice-based cryptography for post-quantum security,Parallel proof generation for faster block confirmation,Native account abstraction support,ConsenSys ecosystem integration and tooling,"B, D",Yes
340,Advanced,What is the primary mechanism behind Rocket Pool's decentralized validator network that differentiates it from Lido?,Permissionless node operator participation with collateral requirements,Algorithmic validator selection based on performance metrics,Cross-chain staking through bridge integrations,Liquid staking tokens with built-in governance rights,A,No
341,Advanced,Select all technological developments in 2024 that represent the most significant innovations for Web3's future scalability and adoption.,EIP-4844 blob transactions reducing Layer 2 costs by 90%+,Modular blockchain architectures enabling application-specific chains,Account abstraction enabling gasless transactions and social recovery,Cross-chain interoperability through intent-based architectures,"A, B, C, D",Yes
