id,question,answer,category,task_type,evaluation_method
1580,"In AI-driven meme coin sentiment analysis, which natural language processing techniques provide the most accurate market predictions? Options: A) Transformer models with fine-tuned financial domain adaptation B) Sentiment lexicons with context-aware polarity scoring C) Topic modeling with latent Dirichlet allocation D) Named entity recognition with cryptocurrency-specific training","A, D",dmind_meme,multiple_choice,rule_based
1581,Which cryptographic primitives enable efficient verification of meme coin supply audits without revealing individual balances? Options: A) Merkle trees with zero-knowledge inclusion proofs B) Accumulator schemes with membership witnesses C) Polynomial commitments with batch verification D) Range proofs with logarithmic proof sizes,"A, D",dmind_meme,multiple_choice,rule_based
1582,"In meme coin decentralized exchange design, which automated market maker invariants optimize for both capital efficiency and price stability? Options: A) Constant product with dynamic fee adjustment B) Constant mean with weighted asset ratios C) Hybrid invariants with piecewise linear functions D) Concentrated liquidity with custom price curves","C, D",dmind_meme,multiple_choice,rule_based
1583,Which formal methods can verify the correctness of meme coin governance protocol implementations? Options: A) Temporal logic model checking with CTL specifications B) Process algebra with bisimulation equivalence C) Hoare logic with pre- and post-condition verification D) Abstract interpretation with invariant discovery,"A, C",dmind_meme,multiple_choice,rule_based
1584,"In meme coin network security analysis, which attack vectors pose the greatest threats to consensus integrity? Options: A) Long-range attacks with historical key compromise B) Nothing-at-stake attacks in proof-of-stake systems C) Eclipse attacks with network partition strategies D) Grinding attacks with predictable randomness exploitation","A, C",dmind_meme,multiple_choice,rule_based
1585,Which economic incentive alignment mechanisms can ensure sustainable development of meme coin ecosystems beyond speculative trading? Options: A) Retroactive public goods funding with quadratic matching B) Continuous token issuance tied to utility metrics C) Developer incentive programs with milestone-based rewards D) Community treasury management with democratic allocation,"A, C, D",dmind_meme,multiple_choice,rule_based
1586,Which technical mechanism is primarily responsible for preventing rug pulls in Pump.fun's meme coin launch system? Options: A) Multi-signature wallet requirements B) Bonding curve automated market making C) Time-locked liquidity pools D) Decentralized oracle price feeds,Bonding curve automated market making,dmind_meme,multiple_choice,rule_based
1587,Select all blockchain networks where BRETT (Pepe's best friend) has achieved significant market presence as a flagship meme coin. Options: A) Base (Coinbase L2) B) Arbitrum C) Polygon D) Fantom,Base (Coinbase L2),dmind_meme,multiple_choice,rule_based
1588,"What is the primary consensus mechanism that enables Solana's high-throughput meme coin ecosystem, particularly for platforms like Pump.fun? Options: A) Proof of Work (PoW) B) Proof of Stake (PoS) C) Proof of History (PoH) D) Delegated Proof of Stake (DPoS)",Proof of History (PoH),dmind_meme,multiple_choice,rule_based
1589,Which AI meme coins are considered leaders in the 2025 market cycle? Select all that apply. Options: A) FARTCOIN B) TURBO C) GOAT D) ArbDoge AI (AIDOGE),"A, B, C, D",dmind_meme,multiple_choice,rule_based
1590,What is the maximum staking APY offered by certain meme coins in 2025 according to recent market data? Options: A) 96% B) 156% C) 196% D) 256%,196%,dmind_meme,multiple_choice,rule_based
1591,Which deflationary mechanisms are commonly implemented in advanced meme coin tokenomics? Select all that apply. Options: A) Transaction fee burning B) Utility-based token burns C) Periodic supply reductions D) Staking reward dilution,"A, B, C",dmind_meme,multiple_choice,rule_based
1592,What is the approximate market capitalization that the meme coin ecosystem reached in 2024? Options: A) $40 billion B) $50 billion C) $60 billion D) $70 billion,$60 billion,dmind_meme,multiple_choice,rule_based
1593,Which Avalanche-based meme coins are considered top performers in 2025? Select all that apply. Options: A) Kimbo B) Coq Inu C) Osaka Protocol D) AvaxMinerAI,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1594,What is the native token symbol for Sonic Labs (formerly Fantom) that enables meme coin transactions? Options: A) FTM B) SONIC C) S D) SLB,S,dmind_meme,multiple_choice,rule_based
1595,Which features distinguish TOSHI as the flagship meme coin on Base chain? Select all that apply. Options: A) Direct Coinbase integration potential B) Zero-gas transaction capability C) Cross-chain bridge functionality D) Anticipation for major CEX listings,"A, D",dmind_meme,multiple_choice,rule_based
1596,What is the primary technical innovation behind ArbDoge AI (AIDOGE) on the Arbitrum network? Options: A) Deflationary AI-powered tokenomics B) Cross-chain liquidity aggregation C) Automated yield farming D) NFT-backed collateralization,Deflationary AI-powered tokenomics,dmind_meme,multiple_choice,rule_based
1597,Which platforms are specifically designed for trading Avalanche meme coins? Select all that apply. Options: A) Arena app B) MEVX C) DeBridge Finance D) Trader Joe,"A, B",dmind_meme,multiple_choice,rule_based
1598,What is the maximum token supply cap for Ponke (PONKE) on Solana? Options: A) 555 million tokens B) 777 million tokens C) 999 million tokens D) 1 billion tokens,555 million tokens,dmind_meme,multiple_choice,rule_based
1599,Which technical features are implemented in Little Pepe's Layer 2 chain? Select all that apply. Options: A) Zero-tax transactions B) EVM compatibility C) Sniper bot protection D) Built-in staking mechanisms,"A, B, C",dmind_meme,multiple_choice,rule_based
1600,What is the primary revenue model being considered for Pump.fun's PUMP token holders? Options: A) Transaction fee redistribution B) Revenue-sharing mechanism C) Governance voting rewards D) Liquidity mining incentives,Revenue-sharing mechanism,dmind_meme,multiple_choice,rule_based
1601,Which meme coins have successfully integrated gaming features into their ecosystems? Select all that apply. Options: A) Snaky Way B) Gamer Pepe (GPEPE) C) BONK D) CrocCoin,"A, B",dmind_meme,multiple_choice,rule_based
1602,What is the target valuation that Pump.fun is aiming for in its token launch? Options: A) $2 billion B) $3 billion C) $4 billion D) $5 billion,$4 billion,dmind_meme,multiple_choice,rule_based
1603,Which blockchain networks support Four.meme's bonding curve launchpad? Select all that apply. Options: A) BNB Chain B) Ethereum C) Polygon D) Arbitrum,BNB Chain,dmind_meme,multiple_choice,rule_based
1604,What is the primary mechanism that prevents liquidity rug pulls in bonding curve-based meme coin launches? Options: A) Time-locked smart contracts B) Automated liquidity provision through price curves C) Multi-signature wallet requirements D) Decentralized governance voting,Automated liquidity provision through price curves,dmind_meme,multiple_choice,rule_based
1605,Which features distinguish VADER token on Fantom as an agent token? Select all that apply. Options: A) Product-market fit in agent commerce B) Consistent price action C) Real usage metrics D) Cross-chain interoperability,"A, B, C",dmind_meme,multiple_choice,rule_based
1606,"What is the maximum number of UpTop tokens per wallet during Four.meme's fair launch mechanism? Options: A) 500 tokens B) 750 tokens C) 1,000 tokens D) 1,500 tokens","1,000 tokens",dmind_meme,multiple_choice,rule_based
1607,Which technical innovations are implemented in Neo Pepe Coin's governance system? Select all that apply. Options: A) Structured tokenomics B) Strategic token launch mechanisms C) Cultural relevance algorithms D) Utility-focused governance,"A, B, D",dmind_meme,multiple_choice,rule_based
1608,What is the primary blockchain network where GOGGLES (GOGLZ) operates with its 'future is bright' theme? Options: A) Ethereum B) Fantom C) Solana D) Base,Fantom,dmind_meme,multiple_choice,rule_based
1609,Which meme coins have achieved integration with NFT ecosystems? Select all that apply. Options: A) Neo Pepe Coin B) Little Pepe C) Shiba Inu (SHIB) D) CrocCoin,"A, C",dmind_meme,multiple_choice,rule_based
1610,"What is the primary technical advantage of Sonic Labs' blockchain for meme coin transactions? Options: A) 10,000 TPS with sub-second finality B) Zero-knowledge proof integration C) Cross-chain atomic swaps D) Quantum-resistant cryptography","10,000 TPS with sub-second finality",dmind_meme,multiple_choice,rule_based
1611,Which DeFi mechanisms are integrated into CrocCoin's ecosystem? Select all that apply. Options: A) Progressive decentralization B) Multiple deflationary mechanisms C) Liquidity mining rewards D) Automated yield optimization,"A, B",dmind_meme,multiple_choice,rule_based
1612,What is the primary exchange where Pump.fun's PUMP token is launching? Options: A) Binance B) Gate.io C) KuCoin D) OKX,Gate.io,dmind_meme,multiple_choice,rule_based
1613,Which technical features enable Snaky Way's cross-blockchain functionality? Select all that apply. Options: A) AI-powered trading bots B) Multi-chain bridge protocols C) Gaming feature integration D) Automated arbitrage mechanisms,"A, C",dmind_meme,multiple_choice,rule_based
1614,What percentage of PUMP token supply is allocated to the initial token sale? Options: A) 10% B) 15% C) 20% D) 25%,15%,dmind_meme,multiple_choice,rule_based
1615,Which Layer 2 solutions have emerged as primary platforms for meme coin innovation? Select all that apply. Options: A) Base (Coinbase L2) B) Arbitrum C) Optimism D) Polygon zkEVM,"A, B",dmind_meme,multiple_choice,rule_based
1616,What is the primary mechanism behind DEGEN's 20% weekly performance on Base network? Options: A) Automated buyback programs B) Community-driven momentum C) Yield farming incentives D) Cross-chain arbitrage opportunities,Community-driven momentum,dmind_meme,multiple_choice,rule_based
1617,Which technical innovations distinguish Credbull (CBL) on Arbitrum? Select all that apply. Options: A) Community engagement algorithms B) Steady liquidity mechanisms C) Modest popularity metrics D) Dual-token economic model,"A, B",dmind_meme,multiple_choice,rule_based
1618,What is the primary trading application specifically designed for Avalanche meme coin discovery and trading? Options: A) Arena B) MEVX C) Pangolin D) Trader Joe,Arena,dmind_meme,multiple_choice,rule_based
1619,Which meme coins have implemented emoji-based naming conventions? Select all that apply. Options: A) Snek B) GOGGLES (GOGLZ) C) Dogwifhat D) Pepe (PEPE),"A, C",dmind_meme,multiple_choice,rule_based
1620,What is the primary unlock mechanism for Pump.fun token sale participants? Options: A) Gradual vesting over 12 months B) 100% unlock at launch C) Cliff vesting with 6-month lock D) Performance-based unlocking,100% unlock at launch,dmind_meme,multiple_choice,rule_based
1621,Which blockchain networks support MemeX's MRC20 token standard? Select all that apply. Options: A) Bitcoin Layer 2 B) Ethereum C) Solana D) Base,Bitcoin Layer 2,dmind_meme,multiple_choice,rule_based
1622,What is the primary technical mechanism that enables instant liquidity in bonding curve systems? Options: A) Automated market making algorithms B) Pre-funded liquidity pools C) Cross-chain bridge protocols D) Oracle-based price discovery,Automated market making algorithms,dmind_meme,multiple_choice,rule_based
1623,Which AI integration features are present in Future Pepe (FPEPE)? Select all that apply. Options: A) Machine learning price prediction B) Automated trading algorithms C) AI-powered community management D) Smart contract optimization,"A, B",dmind_meme,multiple_choice,rule_based
1624,What is the primary consensus mechanism upgrade that Sonic Labs implemented compared to original Fantom? Options: A) Proof of Stake to Proof of History B) Enhanced Byzantine Fault Tolerance C) Delegated Proof of Stake optimization D) Zero-knowledge proof integration,Enhanced Byzantine Fault Tolerance,dmind_meme,multiple_choice,rule_based
1625,Which meme coins have achieved successful integration with traditional finance through tokenized stocks? Select all that apply. Options: A) Arbitrum-based meme tokens B) Base-native meme coins C) Polygon meme projects D) Solana meme tokens,Arbitrum-based meme tokens,dmind_meme,multiple_choice,rule_based
1626,What is the primary technical innovation behind Lü Bu MEME Coin's bonding curve economics? Options: A) No presale or insider allocations B) Viral narrative integration C) Community-driven tokenomics D) Historical character licensing,No presale or insider allocations,dmind_meme,multiple_choice,rule_based
1627,Which platforms enable commission-free trading of tokenized stocks on Arbitrum? Select all that apply. Options: A) Robinhood partnership B) 24/7 trading capability C) 200+ US stock tokens D) ETF token integration,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1628,What is the primary technical advantage of EVM compatibility in Little Pepe's Layer 2 implementation? Options: A) Seamless Ethereum dApp integration B) Lower gas fees than mainnet C) Enhanced security protocols D) Cross-chain interoperability,Seamless Ethereum dApp integration,dmind_meme,multiple_choice,rule_based
1629,Which deflationary mechanisms are specifically implemented in Shiba Inu's ecosystem? Select all that apply. Options: A) SHIB burn mechanism B) Shibarium transaction fees C) Metaverse utility burns D) Staking reward reductions,"A, B, C",dmind_meme,multiple_choice,rule_based
1630,What is the primary technical mechanism that enables SunPump.meme's token launches on TRON? Options: A) TRC-20 standard implementation B) Bonding curve economics C) Delegated Proof of Stake consensus D) Smart contract automation,Bonding curve economics,dmind_meme,multiple_choice,rule_based
1631,Which technical features enable Arctic Pablo Coin's structured weekly presale mechanism? Select all that apply. Options: A) Time-locked smart contracts B) Automated price discovery C) Progressive token release D) Community governance integration,"A, C",dmind_meme,multiple_choice,rule_based
1632,What is the primary blockchain network where Snorter Token (SNORT) combines meme virality with utility? Options: A) Ethereum B) Polygon C) Base D) Arbitrum,Ethereum,dmind_meme,multiple_choice,rule_based
1633,Which AI-powered features distinguish SKYAI as a meme-AI crossover token? Select all that apply. Options: A) 8.6% daily performance metrics B) Machine learning integration C) Automated trading capabilities D) Predictive analytics algorithms,"A, B",dmind_meme,multiple_choice,rule_based
1634,What is the primary technical innovation behind Popcat's tokenomics structure? Options: A) Supply elasticity mechanisms B) Utility-driven value accrual C) Distribution optimization D) Governance incentive alignment,Utility-driven value accrual,dmind_meme,multiple_choice,rule_based
1635,Which emerging trends are reshaping the meme coin landscape in 2025? Select all that apply. Options: A) Trust replacing hype in token markets B) Integration with traditional finance C) AI-powered tokenomics optimization D) Cross-chain interoperability standards,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1636,Which Layer 2 blockchain solution specifically designed for meme culture raised over $4.5 million in its presale during 2025? Options: A) Little Pepe (LILPEPE) B) Arctic Pablo Coin C) Non-Playable Coin (NPC) D) Future Pepe,Little Pepe (LILPEPE),dmind_meme,multiple_choice,rule_based
1637,"Select all characteristics that accurately describe Non-Playable Coin (NPC) as of July 2025. Options: A) Combines sarcasm, pixels, and passive-aggressive comedy B) Built on Solana blockchain C) Focuses on digital satire in Web3 D) Uses ERC-404 token standard","A, C",dmind_meme,multiple_choice,rule_based
1638,"As of June 2025, which Layer 2 solution surpassed Arbitrum One in Total Value Locked (TVL)? Options: A) Optimism B) Base C) Polygon zkEVM D) zkSync Era",Base,dmind_meme,multiple_choice,rule_based
1639,What is the approximate TVL that Base achieved when it surpassed Arbitrum One in June 2025? Options: A) $3.94 billion B) $4.03 billion C) $4.94 billion D) $5.94 billion,$4.94 billion,dmind_meme,multiple_choice,rule_based
1640,Which meme coin project is specifically described as 'fully satirical' and 'ditches utility in favor of pure internet culture'? Options: A) PEPE B) TOKEN6900 C) Gigachad D) Book of Meme (BOME),TOKEN6900,dmind_meme,multiple_choice,rule_based
1641,Select all DePIN projects that were specifically highlighted in the 2025 DePIN Report as leading projects to watch. Options: A) Bittensor (TAO) B) Filecoin (FIL) C) Helium (HNT) D) Render Network (RNDR),"A, B",dmind_meme,multiple_choice,rule_based
1642,What percentage increase in data transfer did the Helium Network achieve quarter-over-quarter in Q1 2025? Options: A) 118.6% B) 128.6% C) 138.6% D) 148.6%,138.6%,dmind_meme,multiple_choice,rule_based
1643,Which major telecommunications company partnered with Helium Network in 2025 to offload cellular traffic? Options: A) Verizon B) T-Mobile C) AT&T D) Sprint,AT&T,dmind_meme,multiple_choice,rule_based
1644,"What is the total amount of data transferred by the Helium Network by the end of Q1 2025? Options: A) 1,040.9 TB B) 1,140.9 TB C) 1,240.9 TB D) 1,340.9 TB","1,140.9 TB",dmind_meme,multiple_choice,rule_based
1645,Select all features that characterize the DN-404 token standard as implemented by projects like Mitosis. Options: A) Evolution of ERC-404 standard B) Combines ERC-20 and ERC-721 features C) Enables fractional NFT ownership D) Requires Layer 2 deployment only,"A, B",dmind_meme,multiple_choice,rule_based
1646,Which blockchain network experienced daily transactions topping 1 million amid an ERC-404 minting frenzy in 2025? Options: A) Ethereum B) Polygon C) Avalanche D) BNB Chain,Avalanche,dmind_meme,multiple_choice,rule_based
1647,What percentage surge in Bitcoin NFT sales has been recorded since the Ordinals protocol launch? Options: A) 74% B) 84% C) 94% D) 104%,84%,dmind_meme,multiple_choice,rule_based
1648,What is the total value of Bitcoin NFT sales since the Ordinals protocol launch? Options: A) $4.5 billion B) $5.5 billion C) $6.5 billion D) $7.5 billion,$5.5 billion,dmind_meme,multiple_choice,rule_based
1649,Select all projects that are considered top Bitcoin Ordinals by 24-hour volume as of July 2025. Options: A) NodeMonkes B) Runestone C) Ordinal Maxi Biz D) Bitcoin Punks,"A, B",dmind_meme,multiple_choice,rule_based
1650,Which zkEVM project faced potential deprecation in 2026 due to substantial challenges and annual losses? Options: A) zkSync Era B) Polygon zkEVM C) Scroll D) Linea,Polygon zkEVM,dmind_meme,multiple_choice,rule_based
1651,What innovative economic model does the Status Layer 2 on Linea implement? Options: A) Proof-of-Stake consensus B) Gasless transactions with community yield allocation C) Cross-chain bridge fees D) NFT-based governance,Gasless transactions with community yield allocation,dmind_meme,multiple_choice,rule_based
1652,Select all characteristics of Book of Meme (BOME) that distinguish it from other meme coins. Options: A) Focuses on decentralized storage of internet culture B) Archives meme culture on-chain C) Built on Solana blockchain D) Uses AI for meme generation,"A, B",dmind_meme,multiple_choice,rule_based
1653,What was Dogecoin's market capitalization as reported in mid-2025? Options: A) Over $25 billion B) Over $27 billion C) Over $29 billion D) Over $31 billion,Over $27 billion,dmind_meme,multiple_choice,rule_based
1654,"Which global event in 2025 covered 13 cities with 700+ attendees and 18,000+ votes for meme-related awards? Options: A) Crypto Twitter Day B) MemeDay 2025 C) Web3 Meme Summit D) DeFi Meme Conference",MemeDay 2025,dmind_meme,multiple_choice,rule_based
1655,"Select all factors that contributed to the Meme-Fi token surge in July 2025. Options: A) Bitcoin stabilizing above $107,000 B) Increased institutional adoption C) AI meme generation integration D) Cross-chain bridge developments","A, C",dmind_meme,multiple_choice,rule_based
1656,Which project is specifically designed as a Bitcoin Layer 2 solution to enhance Bitcoin capabilities with faster and more affordable transactions? Options: A) Lightning Network B) Bitcoin Hyper ($HYPER) C) Stacks (STX) D) Rootstock (RSK),Bitcoin Hyper ($HYPER),dmind_meme,multiple_choice,rule_based
1657,What is the projected market size for Web3 gaming by 2032 according to 2025 reports? Options: A) $104 billion B) $114 billion C) $124 billion D) $134 billion,$124 billion,dmind_meme,multiple_choice,rule_based
1658,What is the projected compound annual growth rate (CAGR) for NFT-based games from 2025 to 2032? Options: A) 18.40% B) 19.40% C) 20.40% D) 21.40%,20.40%,dmind_meme,multiple_choice,rule_based
1659,Select all meme coins that were specifically mentioned as top performers in Token Metrics research with outsized returns in 2025. Options: A) Gorbagana B) FARTCOIN C) POPCAT D) FLOKI,Gorbagana,dmind_meme,multiple_choice,rule_based
1660,Which Ethereum-based meme coin launched with a whitelist-only model in 2025 and is designed for cryptocurrency dominance? Options: A) MoonBull B) EarthMeta C) SkyToken D) StarCoin,MoonBull,dmind_meme,multiple_choice,rule_based
1661,Which project introduced the DN-404 token standard through its Morse NFT initiative in 2025? Options: A) Ethereum Foundation B) Mitosis C) Polygon Labs D) Arbitrum Foundation,Mitosis,dmind_meme,multiple_choice,rule_based
1662,Select all features that distinguish the Status Layer 2 on Linea from conventional rollups. Options: A) Gasless transactions for users B) 100% community yield allocation mechanism C) Replaces sequencer fees with native yield D) Uses proof-of-work consensus,"A, B, C",dmind_meme,multiple_choice,rule_based
1663,What is the current market capitalization ranking of Dogecoin as reported in mid-2025? Options: A) Top 5 B) Top 10 C) Top 15 D) Top 20,Top 10,dmind_meme,multiple_choice,rule_based
1664,"Which DePIN project is specifically noted for its decentralized, blockchain-based AI network capabilities? Options: A) Filecoin (FIL) B) Helium (HNT) C) Bittensor (TAO) D) Render Network (RNDR)",Bittensor (TAO),dmind_meme,multiple_choice,rule_based
1665,Select all meme coins that were specifically mentioned in the top market capitalization rankings for May 2025. Options: A) Dogecoin (DOGE) B) Shiba Inu (SHIB) C) PEPE D) OFFICIAL TRUMP (TRUMP),"A, B, C, D",dmind_meme,multiple_choice,rule_based
1666,What is the projected compound annual growth rate (CAGR) for the Web3 gaming market from 2025 to 2032? Options: A) 18.40% B) 19.40% C) 20.40% D) 21.40%,20.40%,dmind_meme,multiple_choice,rule_based
1667,Which zkEVM project announced potential deprecation in 2026 due to annual losses exceeding $1 million? Options: A) zkSync Era B) Polygon zkEVM C) Scroll D) Linea,Polygon zkEVM,dmind_meme,multiple_choice,rule_based
1668,Select all characteristics that accurately describe Filecoin's ecosystem developments in 2025. Options: A) Launched new ecosystem metrics roundup program B) Expanding DeFi utility and cross-chain data storage C) Significant activity in AI and IoT integrations D) Migrated to proof-of-stake consensus,"A, B, C",dmind_meme,multiple_choice,rule_based
1669,What was the total number of cities covered by MemeDay 2025 global event? Options: A) 11 cities B) 13 cities C) 15 cities D) 17 cities,13 cities,dmind_meme,multiple_choice,rule_based
1670,"How many votes were cast for the MEME69 Awards during MemeDay 2025? Options: A) 16,000+ B) 17,000+ C) 18,000+ D) 19,000+","18,000+",dmind_meme,multiple_choice,rule_based
1671,Select all Bitcoin Ordinals collections that are mentioned as leading projects by trading volume. Options: A) Uncategorized Ordinals B) NodeMonkes C) Runestone D) Bitcoin Puppets,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1672,"What is the trading sales volume of NodeMonkes, one of the leading Bitcoin NFT collections? Options: A) $299 million B) $319 million C) $339 million D) $359 million",$319 million,dmind_meme,multiple_choice,rule_based
1673,Which meme coin project is described as integrating 'playful meme culture with decentralized finance (DeFi)'? Options: A) Catslap B) Gigachad C) Arctic Pablo Coin D) Future Pepe,Catslap,dmind_meme,multiple_choice,rule_based
1674,Select all factors that contributed to zkEVM rollups gaining ground fast in 2025. Options: A) Upgrades in prover efficiency B) Improved EVM compatibility C) Reduced gas fees D) Enhanced security protocols,"A, B",dmind_meme,multiple_choice,rule_based
1675,What is the total number of Ordinal inscriptions that have been minted on the Bitcoin blockchain network as of 2025? Options: A) Nearly 80 million B) Nearly 90 million C) Nearly 100 million D) Nearly 110 million,Nearly 100 million,dmind_meme,multiple_choice,rule_based
1676,Which blockchain network ranks third-largest by NFT sales volume according to 2025 data? Options: A) Polygon B) Bitcoin C) Avalanche D) BNB Chain,Bitcoin,dmind_meme,multiple_choice,rule_based
1677,Select all rollup frameworks that are mentioned as providing mature tooling for modular L2s in 2025. Options: A) Optimism's OP Stack B) zkSync's ZK Stack C) Arbitrum's Nitro Stack D) Polygon's CDK,"A, B",dmind_meme,multiple_choice,rule_based
1678,What percentage of DePIN projects tracked on Solana have an active open-source presence on GitHub as of June 2025? Options: A) Approximately 25% B) Approximately 35% C) Approximately 45% D) Approximately 55%,Approximately 35%,dmind_meme,multiple_choice,rule_based
1679,Which project is specifically mentioned as pushing the boundaries of decentralized internet by bridging real-world hardware with decentralized protocols? Options: A) Helium B) Andrena C) Filecoin D) Render Network,Andrena,dmind_meme,multiple_choice,rule_based
1680,Select all characteristics that define the evolution from airdrops to loyalty programs in Web3 user incentives during 2025. Options: A) Shift from one-time rewards to ongoing engagement B) Focus on community building over user acquisition C) Integration with DeFi yield farming D) Emphasis on long-term value creation,"A, B, D",dmind_meme,multiple_choice,rule_based
1681,What is the total value locked (TVL) in Real World Assets (RWA) on the Arbitrum network as reported in July 2025? Options: A) Over $250 million B) Over $300 million C) Over $350 million D) Over $400 million,Over $300 million,dmind_meme,multiple_choice,rule_based
1682,"Which major blockchain event in 2025 was described as breaking records with global Web3 leaders, AI agents, and RWA innovation? Options: A) Ethereum DevCon B) Istanbul Blockchain Week 2025 C) Consensus 2025 D) Web3 Summit Berlin",Istanbul Blockchain Week 2025,dmind_meme,multiple_choice,rule_based
1683,Select all meme-fi presale projects that were highlighted as top performers in July 2025. Options: A) FloppyPepe (FPPE) B) Mind of Pepe C) BitPepe D) MemeMachine,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1684,"What is the approximate number of weekly transactions that Arbitrum processed in June 2025, doubling its previous record? Options: A) 12 million B) 14 million C) 16 million D) 18 million",14 million,dmind_meme,multiple_choice,rule_based
1685,Select all factors that position Bitcoin as the third-largest blockchain network by NFT sales volume in 2025. Options: A) Introduction of Ordinals protocol in December 2022 B) Ability to inscribe data directly onto the blockchain C) Nearly 100 million Ordinal inscriptions minted D) Over $5.5 billion in trading sales volume,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1686,Which technical mechanism does Pump.fun primarily use to ensure instant liquidity and prevent rug pulls in newly launched meme tokens? Options: A) Automated Market Maker (AMM) pools with locked liquidity B) Bonding curve algorithms with built-in price discovery C) Multi-signature escrow contracts with time-locked releases D) Centralized order book matching with collateral requirements,Bonding curve algorithms with built-in price discovery,dmind_meme,multiple_choice,rule_based
1687,"Select all blockchain networks that have emerged as significant alternatives to Solana for meme coin launches in 2025. Options: A) Sui blockchain using Move programming language B) Base network as Coinbase's Layer 2 solution C) Blast network with built-in ETH staking yields D) Monad blockchain with 10,000 TPS parallel execution","A, B, C, D",dmind_meme,multiple_choice,rule_based
1688,What was the peak market capitalization reached by the TRUMP meme coin within 48 hours of its controversial launch in January 2025? Options: A) $5.2 billion B) $8.5 billion C) $11 billion D) $15 billion,$11 billion,dmind_meme,multiple_choice,rule_based
1689,Which governance mechanism distinguishes MetaDAO's token launchpad from traditional meme coin platforms like Pump.fun? Options: A) Proof-of-stake consensus voting B) Futarchy-based prediction market governance C) Multi-signature validator consensus D) Delegated proof-of-stake governance,Futarchy-based prediction market governance,dmind_meme,multiple_choice,rule_based
1690,Identify all characteristics that define the MRC-20 token standard used by MemeX platform. Options: A) Built-in bonding curve mechanics for price discovery B) Social launchpad integration with community governance C) On-chain tracking of meme token metrics and performance D) Cross-chain compatibility with Ethereum Virtual Machine,"A, B, C",dmind_meme,multiple_choice,rule_based
1691,What was the primary cause of the LIBRA token's catastrophic price collapse from $5.20 to $0.0014? Options: A) Smart contract vulnerability exploitation B) Coordinated rug pull by token creators withdrawing liquidity C) Regulatory intervention by Argentine authorities D) Market manipulation by whale investors,Coordinated rug pull by token creators withdrawing liquidity,dmind_meme,multiple_choice,rule_based
1692,Which AI-powered meme coins have gained significant traction in the 2025 market cycle? Options: A) FARTCOIN with viral meme generation engine B) ai16z ($AI16Z) as virtual VC firm with AI agent C) TURBO with community-driven AI development D) GOAT with autonomous agent economy integration,"A, B, C, D",dmind_meme,multiple_choice,rule_based
1693,"What percentage market share did LetsBONK.fun achieve on Solana blockchain, surpassing Pump.fun in 2025? Options: A) 45.7% B) 51.3% C) 55.2% D) 62.8%",55.2%,dmind_meme,multiple_choice,rule_based
1694,Select all technical advantages that make Solana the preferred blockchain for meme coin launches in 2025. Options: A) Local fee markets preventing fee contagion during high-volume launches B) Parallel transaction processing enabling high throughput C) Sub-penny transaction costs even during network congestion D) Built-in MEV protection for fair token distribution,"A, B, C",dmind_meme,multiple_choice,rule_based
1695,What was the median transaction fee on Solana during the TRUMP meme coin launch despite massive network activity? Options: A) $0.001247 USD B) $0.003178 USD C) $0.005892 USD D) $0.008456 USD,$0.003178 USD,dmind_meme,multiple_choice,rule_based
1696,"Which meme coin on the Base network has emerged as the flagship token, often referred to as 'Pepe's best friend'? Options: A) TOSHI B) BRETT C) BASED D) COINBASE",BRETT,dmind_meme,multiple_choice,rule_based
1697,Identify all components of the Blast network's unique value proposition for meme coin projects. Options: A) Built-in ETH staking rewards for token holders B) Automatic T-Bill yield generation for stablecoin deposits C) Gas revenue sharing with dApp developers D) Native cross-chain bridge to Ethereum mainnet,"A, B, C",dmind_meme,multiple_choice,rule_based
1698,"What programming language does the Sui blockchain use, distinguishing it from EVM-compatible chains? Options: A) Rust B) Move C) Solidity D) Cairo",Move,dmind_meme,multiple_choice,rule_based
1699,Which leaked architectural elements suggest Pump.fun may be developing its own blockchain infrastructure? Options: A) Orderbook architecture terminology in development documents B) Approval mechanisms similar to Ethereum-based chains C) Custom consensus algorithm specifications D) Native token economics for platform governance,"A, B",dmind_meme,multiple_choice,rule_based
1700,What was the approximate number of new meme coins launched in January 2025 alone across all platforms? Options: A) 15 million B) 25 million C) 37 million D) 48 million,37 million,dmind_meme,multiple_choice,rule_based
1701,Select all mechanisms that MemeFi protocols use to bridge meme coins with decentralized finance. Options: A) Yield farming opportunities with meme token rewards B) PvP gaming integration with token-based wagering C) Staking mechanisms with deflationary token burns D) Lending protocols accepting meme coins as collateral,"A, B, C",dmind_meme,multiple_choice,rule_based
1702,What was Pump.fun's peak daily revenue during the height of the meme coin frenzy in January 2025? Options: A) $5.2 million B) $7.0 million C) $9.8 million D) $12.5 million,$7.0 million,dmind_meme,multiple_choice,rule_based
1703,Which economic mechanism does BONK's ecosystem use to create shared value for participants? Options: A) Proof-of-burn consensus with validator rewards B) Buy-and-burn deflationary token mechanics C) Liquidity mining with time-locked rewards D) Staking derivatives with yield compounding,Buy-and-burn deflationary token mechanics,dmind_meme,multiple_choice,rule_based
